LIBGEO,BV2012,LIBBV2012
Fresneaux-Montchevreuil,60395,Méru
Fresne-Léguillon,60143,Chaumont-en-Vexin
Fresnières,80685,Roye
Fresnoy-en-Thelle,95487,Persan - Beaumont-sur-Oise
Fresnoy-la-Rivière,60176,Crépy-en-Valois
Fresnoy-le-Luat,60176,Crépy-en-Valois
Le Frestoy-Vaux,80561,Montdidier
Frétoy-le-Château,60471,Noyon
Frocourt,60057,Beauvais
Froissy,60104,Breteuil
Le Gallet,60178,Crèvecoeur-le-Grand
Gannes,60581,Saint-Just-en-Chaussée
Gaudechart,60286,Grandvilliers
Genvry,60471,Noyon
Gerberoy,76312,Gournay-en-Bray
Gilocourt,60176,Crépy-en-Valois
Giraumont,60159,Compiègne
Glaignes,60176,Crépy-en-Valois
Glatigny,76312,Gournay-en-Bray
Godenvillers,80561,Montdidier
Goincourt,60057,Beauvais
Golancourt,80410,Ham
Gondreville,60176,Crépy-en-Valois
Gourchelles,76035,Aumale
Gournay-sur-Aronde,60223,Estrées-Saint-Denis
Gouvieux,60141,Chantilly
Gouy-les-Groseillers,60104,Breteuil
Grandfresnoy,60223,Estrées-Saint-Denis
Grandvillers-aux-Bois,60223,Estrées-Saint-Denis
Grandvilliers,60286,Grandvilliers
Grandrû,60471,Noyon
Grémévillers,76312,Gournay-en-Bray
Grez,60286,Grandvilliers
Guignecourt,60057,Beauvais
Guiscard,60471,Noyon
Gury,60533,Ressons-sur-Matz
Hadancourt-le-Haut-Clocher,95355,Magny-en-Vexin
Hainvillers,60533,Ressons-sur-Matz
Halloy,60286,Grandvilliers
Hannaches,76312,Gournay-en-Bray
Le Hamel,60286,Grandvilliers
Hanvoile,76312,Gournay-en-Bray
Hardivillers,60104,Breteuil
Hardivillers-en-Vexin,60143,Chaumont-en-Vexin
Haucourt,76312,Gournay-en-Bray
Haudivillers,60103,Bresles
Hautbos,60286,Grandvilliers
Haute-Épine,60178,Crèvecoeur-le-Grand
Hautefontaine,60188,Trosly-Breuil
Hécourt,76312,Gournay-en-Bray
Heilles,60439,Mouy
Hémévillers,60223,Estrées-Saint-Denis
Hénonville,60395,Méru
Herchies,60057,Beauvais
La Hérelle,60581,Saint-Just-en-Chaussée
Héricourt-sur-Thérain,76312,Gournay-en-Bray
Hermes,60103,Bresles
Hétomesnil,60178,Crèvecoeur-le-Grand
Hodenc-en-Bray,76312,Gournay-en-Bray
Hodenc-l'Évêque,60395,Méru
Hondainville,60439,Mouy
Houdancourt,60509,Pont-Sainte-Maxence
La Houssoye,60057,Beauvais
Ivors,02810,Villers-Cotterêts
Ivry-le-Temple,60395,Méru
Jaméricourt,60143,Chaumont-en-Vexin
Janville,60159,Compiègne
Jaulzy,60188,Trosly-Breuil
Jaux,60159,Compiègne
Jonquières,60159,Compiègne
Jouy-sous-Thelle,60057,Beauvais
Juvignies,60057,Beauvais
Laberlière,60533,Ressons-sur-Matz
Laboissière-en-Thelle,60395,Méru
Labosse,27284,Gisors
Labruyère,60175,Creil
Lachapelle-aux-Pots,60057,Beauvais
Lachapelle-Saint-Pierre,95487,Persan - Beaumont-sur-Oise
Lachapelle-sous-Gerberoy,76312,Gournay-en-Bray
Lachaussée-du-Bois-d'Écu,60178,Crèvecoeur-le-Grand
Lachelle,60159,Compiègne
Lacroix-Saint-Ouen,60159,Compiègne
Lafraye,60104,Breteuil
Lagny,60471,Noyon
Lagny-le-Sec,60500,Le Plessis-Belleville
Laigneville,60175,Creil
Lalande-en-Son,27284,Gisors
Lalandelle,27284,Gisors
Lamécourt,60157,Clermont
Lamorlaye,60141,Chantilly
Lannoy-Cuillère,60245,Formerie
Larbroye,60471,Noyon
Lassigny,60533,Ressons-sur-Matz
Lataule,60533,Ressons-sur-Matz
Lattainville,27284,Gisors
Lavacquerie,60286,Grandvilliers
Laverrière,60286,Grandvilliers
Laversines,60103,Bresles
Lavilletertre,95370,Marines
Léglantiers,60223,Estrées-Saint-Denis
Lévignen,60176,Crépy-en-Valois
Lhéraule,60057,Beauvais
Liancourt,60175,Creil
Liancourt-Saint-Pierre,60143,Chaumont-en-Vexin
Libermont,80410,Ham
Lierville,95370,Marines
Lieuvillers,60581,Saint-Just-en-Chaussée
Lihus,60178,Crèvecoeur-le-Grand
Litz,60103,Bresles
Loconville,60143,Chaumont-en-Vexin
Longueil-Annel,60159,Compiègne
Longueil-Sainte-Marie,60159,Compiègne
Lormaison,60395,Méru
Loueuse,76312,Gournay-en-Bray
Luchy,60178,Crèvecoeur-le-Grand
Machemont,60159,Compiègne
Maignelay-Montigny,80561,Montdidier
Maimbeville,60157,Clermont
Maisoncelle-Saint-Pierre,60057,Beauvais
Maisoncelle-Tuilerie,60104,Breteuil
Marest-sur-Matz,60159,Compiègne
Mareuil-la-Motte,60533,Ressons-sur-Matz
Mareuil-sur-Ourcq,02810,Villers-Cotterêts
Margny-aux-Cerises,80685,Roye
Margny-lès-Compiègne,60159,Compiègne
Margny-sur-Matz,60533,Ressons-sur-Matz
Marolles,02810,Villers-Cotterêts
Marquéglise,60533,Ressons-sur-Matz
Marseille-en-Beauvaisis,60286,Grandvilliers
Martincourt,76312,Gournay-en-Bray
Maucourt,60471,Noyon
Maulers,60178,Crèvecoeur-le-Grand
Maysel,60175,Creil
Mélicocq,60159,Compiègne
Mello,60439,Mouy
Ménévillers,60223,Estrées-Saint-Denis
Méru,60395,Méru
Méry-la-Bataille,60533,Ressons-sur-Matz
Le Mesnil-Conteville,60286,Grandvilliers
Le Mesnil-en-Thelle,95487,Persan - Beaumont-sur-Oise
Le Mesnil-Saint-Firmin,60104,Breteuil
Le Mesnil-sur-Bulles,60581,Saint-Just-en-Chaussée
Le Mesnil-Théribus,60143,Chaumont-en-Vexin
Le Meux,60159,Compiègne
Milly-sur-Thérain,60057,Beauvais
Mogneville,60175,Creil
Moliens,60245,Formerie
Monceaux,60175,Creil
Monceaux-l'Abbaye,60245,Formerie
Monchy-Humières,60159,Compiègne
Monchy-Saint-Éloi,60175,Creil
Mondescourt,02173,Chauny
Monneville,95370,Marines
Montagny-en-Vexin,95355,Magny-en-Vexin
Montagny-Sainte-Félicité,60500,Le Plessis-Belleville
Montataire,60175,Creil
Montépilloy,60612,Senlis
Montgérain,80561,Montdidier
Montiers,60223,Estrées-Saint-Denis
Montjavoult,95355,Magny-en-Vexin
Mont-l'Évêque,60612,Senlis
Montlognon,60612,Senlis
Montmacq,60159,Compiègne
Montmartin,60223,Estrées-Saint-Denis
Montreuil-sur-Brêche,60104,Breteuil
Montreuil-sur-Thérain,60103,Bresles
Monts,60395,Méru
Le Mont-Saint-Adrien,60057,Beauvais
Morangles,95487,Persan - Beaumont-sur-Oise
Morienval,60176,Crépy-en-Valois
Morlincourt,60471,Noyon
Mortefontaine,95250,Fosses
Mortefontaine-en-Thelle,60395,Méru
Mortemer,60533,Ressons-sur-Matz
Morvillers,76312,Gournay-en-Bray
Mory-Montcrux,60104,Breteuil
Mouchy-le-Châtel,60395,Méru
Moulin-sous-Touvent,60188,Trosly-Breuil
Mouy,60439,Mouy
Moyenneville,60223,Estrées-Saint-Denis
Moyvillers,60223,Estrées-Saint-Denis
Muidorge,60178,Crèvecoeur-le-Grand
Muirancourt,60471,Noyon
Mureaumont,60245,Formerie
Nampcel,02795,Vic-sur-Aisne
Nanteuil-le-Haudouin,60176,Crépy-en-Valois
Néry,60176,Crépy-en-Valois
Neufchelles,02810,Villers-Cotterêts
Neufvy-sur-Aronde,60223,Estrées-Saint-Denis
Neuilly-en-Thelle,95487,Persan - Beaumont-sur-Oise
Neuilly-sous-Clermont,60157,Clermont
Neuville-Bosc,60395,Méru
La Neuville-d'Aumont,60395,Méru
La Neuville-en-Hez,60103,Bresles
La Neuville-Garnier,60057,Beauvais
La Neuville-Roy,60223,Estrées-Saint-Denis
La Neuville-Saint-Pierre,60104,Breteuil
La Neuville-sur-Oudeuil,60178,Crèvecoeur-le-Grand
La Neuville-sur-Ressons,60533,Ressons-sur-Matz
La Neuville-Vault,60057,Beauvais
Nivillers,60057,Beauvais
Noailles,60395,Méru
Nogent-sur-Oise,60175,Creil
Nointel,60157,Clermont
Noirémont,60104,Breteuil
Noroy,60581,Saint-Just-en-Chaussée
Nourard-le-Franc,60581,Saint-Just-en-Chaussée
Novillers,60395,Méru
Noyers-Saint-Martin,60104,Breteuil
Noyon,60471,Noyon
Offoy,60286,Grandvilliers
Ognes,60500,Le Plessis-Belleville
Ognolles,80685,Roye
Ognon,60612,Senlis
Omécourt,76312,Gournay-en-Bray
Ons-en-Bray,60057,Beauvais
Ormoy-le-Davien,60176,Crépy-en-Valois
Ormoy-Villers,60176,Crépy-en-Valois
Oroër,60057,Beauvais
Orrouy,60176,Crépy-en-Valois
Orry-la-Ville,60482,Orry-la-Ville
Orvillers-Sorel,60533,Ressons-sur-Matz
Oudeuil,60178,Crèvecoeur-le-Grand
Oursel-Maison,60178,Crèvecoeur-le-Grand
Paillart,60104,Breteuil
Parnes,95355,Magny-en-Vexin
Passel,60471,Noyon
Péroy-les-Gombries,60500,Le Plessis-Belleville
Pierrefitte-en-Beauvaisis,60057,Beauvais
Pierrefonds,60188,Trosly-Breuil
Pimprez,60159,Compiègne
Pisseleu,60178,Crèvecoeur-le-Grand
Plailly,95250,Fosses
Plainval,60581,Saint-Just-en-Chaussée
Plainville,80561,Montdidier
Le Plessier-sur-Bulles,60581,Saint-Just-en-Chaussée
Le Plessier-sur-Saint-Just,60581,Saint-Just-en-Chaussée
Plessis-de-Roye,60533,Ressons-sur-Matz
Le Plessis-Belleville,60500,Le Plessis-Belleville
Le Plessis-Brion,60159,Compiègne
Le Plessis-Patte-d'Oie,60471,Noyon
Le Ployron,80561,Montdidier
Ponchon,60395,Méru
Pontarmé,60482,Orry-la-Ville
Pont-l'Évêque,60471,Noyon
Pontoise-lès-Noyon,60471,Noyon
Pontpoint,60509,Pont-Sainte-Maxence
Pont-Sainte-Maxence,60509,Pont-Sainte-Maxence
Porcheux,27284,Gisors
Porquéricourt,60471,Noyon
Pouilly,60395,Méru
Précy-sur-Oise,60175,Creil
Prévillers,60286,Grandvilliers
Pronleroy,60223,Estrées-Saint-Denis
Puiseux-en-Bray,76312,Gournay-en-Bray
Puiseux-le-Hauberger,95487,Persan - Beaumont-sur-Oise
Puits-la-Vallée,60178,Crèvecoeur-le-Grand
Quesmy,60471,Noyon
Le Quesnel-Aubry,60581,Saint-Just-en-Chaussée
Quincampoix-Fleuzy,76035,Aumale
Quinquempoix,60581,Saint-Just-en-Chaussée
Rainvillers,60057,Beauvais
Rantigny,60175,Creil
Raray,60509,Pont-Sainte-Maxence
Ravenel,60581,Saint-Just-en-Chaussée
Réez-Fosse-Martin,77257,Lizy-sur-Ourcq
Reilly,60143,Chaumont-en-Vexin
Rémécourt,60157,Clermont
Rémérangles,60103,Bresles
Remy,60223,Estrées-Saint-Denis
Ressons-l'Abbaye,60395,Méru
Ressons-sur-Matz,60533,Ressons-sur-Matz
Rethondes,60159,Compiègne
Reuil-sur-Brêche,60104,Breteuil
Rhuis,60509,Pont-Sainte-Maxence
Ribécourt-Dreslincourt,60159,Compiègne
Ricquebourg,60533,Ressons-sur-Matz
Rieux,60175,Creil
Rivecourt,60159,Compiègne
Roberval,60509,Pont-Sainte-Maxence
Rochy-Condé,60103,Bresles
Rocquemont,60176,Crépy-en-Valois
Rocquencourt,60104,Breteuil
Romescamps,76035,Aumale
Rosières,60500,Le Plessis-Belleville
Rosoy,60175,Creil
Rosoy-en-Multien,77257,Lizy-sur-Ourcq
Rotangy,60178,Crèvecoeur-le-Grand
Rothois,60286,Grandvilliers
Rousseloy,60175,Creil
Rouville,60176,Crépy-en-Valois
Rouvillers,60223,Estrées-Saint-Denis
Rouvres-en-Multien,77257,Lizy-sur-Ourcq
Rouvroy-les-Merles,60104,Breteuil
Royaucourt,80561,Montdidier
Roy-Boissy,60286,Grandvilliers
Roye-sur-Matz,60533,Ressons-sur-Matz
La Rue-Saint-Pierre,60103,Bresles
Rully,60612,Senlis
Russy-Bémont,60176,Crépy-en-Valois
Sacy-le-Grand,60175,Creil
Sacy-le-Petit,60509,Pont-Sainte-Maxence
Sains-Morainvillers,80561,Montdidier
Saint-André-Farivillers,60104,Breteuil
Saint-Arnoult,60245,Formerie
Saint-Aubin-en-Bray,60057,Beauvais
Saint-Aubin-sous-Erquery,60157,Clermont
Saint-Crépin-aux-Bois,60159,Compiègne
Saint-Crépin-Ibouvillers,60395,Méru
Saint-Deniscourt,76312,Gournay-en-Bray
Saint-Étienne-Roilaye,60188,Trosly-Breuil
Sainte-Eusoye,60104,Breteuil
Saint-Félix,60439,Mouy
Sainte-Geneviève,60395,Méru
Saint-Germain-la-Poterie,60057,Beauvais
Saint-Germer-de-Fly,76312,Gournay-en-Bray
Saintines,60176,Crépy-en-Valois
Saint-Jean-aux-Bois,60159,Compiègne
Saint-Just-en-Chaussée,60581,Saint-Just-en-Chaussée
Saint-Léger-aux-Bois,60159,Compiègne
Saint-Léger-en-Bray,60057,Beauvais
Saint-Leu-d'Esserent,60175,Creil
Saint-Martin-aux-Bois,80561,Montdidier
Saint-Martin-le-Noeud,60057,Beauvais
Saint-Martin-Longueau,60509,Pont-Sainte-Maxence
Saint-Maur,60286,Grandvilliers
Saint-Maximin,60589,Saint-Maximin
Saint-Omer-en-Chaussée,60057,Beauvais
Saint-Paul,60057,Beauvais
Saint-Pierre-es-Champs,76312,Gournay-en-Bray
Saint-Pierre-lès-Bitry,02795,Vic-sur-Aisne
Saint-Quentin-des-Prés,76312,Gournay-en-Bray
Saint-Remy-en-l'Eau,60581,Saint-Just-en-Chaussée
Saint-Samson-la-Poterie,60245,Formerie
Saint-Sauveur,60176,Crépy-en-Valois
Saint-Sulpice,60057,Beauvais
Saint-Thibault,60286,Grandvilliers
Saint-Vaast-de-Longmont,60509,Pont-Sainte-Maxence
Saint-Vaast-lès-Mello,60175,Creil
Saint-Valery,76035,Aumale
Salency,60471,Noyon
Sarcus,60286,Grandvilliers
Sarnois,60286,Grandvilliers
Le Saulchoy,60178,Crèvecoeur-le-Grand
Savignies,60057,Beauvais
Sempigny,60471,Noyon
Senantes,76312,Gournay-en-Bray
Senlis,60612,Senlis
Senots,60395,Méru
Serans,95355,Magny-en-Vexin
Sérévillers,80561,Montdidier
Sérifontaine,27284,Gisors
Sermaize,60471,Noyon
Séry-Magneval,60176,Crépy-en-Valois
Silly-le-Long,60500,Le Plessis-Belleville
Silly-Tillard,60395,Méru
Solente,80685,Roye
Sommereux,60286,Grandvilliers
Songeons,76312,Gournay-en-Bray
Sully,76312,Gournay-en-Bray
Suzoy,60471,Noyon
Talmontiers,76312,Gournay-en-Bray
Tartigny,60104,Breteuil
Therdonne,60057,Beauvais
Thérines,60286,Grandvilliers
Thibivillers,60143,Chaumont-en-Vexin
Thiers-sur-Thève,60482,Orry-la-Ville
Thiescourt,60471,Noyon
Thieuloy-Saint-Antoine,60286,Grandvilliers
Thieux,60104,Breteuil
Thiverny,60175,Creil
Thourotte,60159,Compiègne
Thury-en-Valois,60176,Crépy-en-Valois
Thury-sous-Clermont,60439,Mouy
Tillé,60057,Beauvais
Tourly,60143,Chaumont-en-Vexin
Tracy-le-Mont,60188,Trosly-Breuil
Tracy-le-Val,60188,Trosly-Breuil
Tricot,80561,Montdidier
Trie-Château,27284,Gisors
Trie-la-Ville,27284,Gisors
Troissereux,60057,Beauvais
Trosly-Breuil,60188,Trosly-Breuil
Troussencourt,60104,Breteuil
Troussures,60057,Beauvais
Trumilly,60176,Crépy-en-Valois
Ully-Saint-Georges,60439,Mouy
Valdampierre,60395,Méru
Valescourt,60581,Saint-Just-en-Chaussée
Vandélicourt,60159,Compiègne
Varesnes,60471,Noyon
Varinfroy,77257,Lizy-sur-Ourcq
Vauchelles,60471,Noyon
Vauciennes,02810,Villers-Cotterêts
Vaudancourt,27284,Gisors
Le Vaumain,27284,Gisors
Vaumoise,60176,Crépy-en-Valois
Le Vauroux,60057,Beauvais
Velennes,60057,Beauvais
Vendeuil-Caply,60104,Breteuil
Venette,60159,Compiègne
Ver-sur-Launette,77153,Dammartin-en-Goële
Verberie,60509,Pont-Sainte-Maxence
Verderel-lès-Sauqueuse,60057,Beauvais
Verderonne,60175,Creil
Verneuil-en-Halatte,60175,Creil
Versigny,60500,Le Plessis-Belleville
Vez,02810,Villers-Cotterêts
Viefvillers,60178,Crèvecoeur-le-Grand
Vieux-Moulin,60159,Compiègne
Vignemont,60159,Compiègne
Ville,60471,Noyon
Villembray,76312,Gournay-en-Bray
Villeneuve-les-Sablons,60395,Méru
La Villeneuve-sous-Thury,02810,Villers-Cotterêts
Villeneuve-sur-Verberie,60509,Pont-Sainte-Maxence
Villers-Saint-Barthélemy,60057,Beauvais
Villers-Saint-Frambourg,60509,Pont-Sainte-Maxence
Villers-Saint-Genest,60176,Crépy-en-Valois
Villers-Saint-Paul,60175,Creil
Villers-Saint-Sépulcre,60103,Bresles
Villers-sous-Saint-Leu,60175,Creil
Villers-sur-Auchy,76312,Gournay-en-Bray
Villers-sur-Bonnières,60057,Beauvais
Villers-sur-Coudun,60159,Compiègne
Villers-sur-Trie,27284,Gisors
Villers-Vermont,60245,Formerie
Villers-Vicomte,60104,Breteuil
Villeselve,80410,Ham
Villotran,60057,Beauvais
Vineuil-Saint-Firmin,60141,Chantilly
Vrocourt,76312,Gournay-en-Bray
Wacquemoulin,60223,Estrées-Saint-Denis
Wambez,76312,Gournay-en-Bray
Warluis,60057,Beauvais
Wavignies,60581,Saint-Just-en-Chaussée
Welles-Pérennes,80561,Montdidier
Aux Marais,60057,Beauvais
Alençon,61001,Alençon
Almenêches,61464,Sées
Anceins,61214,L'Aigle
Antoigny,61168,La Ferté-Macé
Appenai-sous-Bellême,61038,Bellême
Argentan,61006,Argentan
Athis-de-l'Orne,14174,Condé-sur-Noireau
Aube,61214,L'Aigle
Aubry-en-Exmes,61006,Argentan
Aubry-le-Panthou,61508,Vimoutiers
Aubusson,61169,Flers
Auguaise,61214,L'Aigle
Aunay-les-Bois,61464,Sées
Aunou-le-Faucon,61006,Argentan
Aunou-sur-Orne,61464,Sées
Autheuil,61293,Mortagne-au-Perche
Les Authieux-du-Puits,61181,Gacé
Avernes-Saint-Gourgon,14478,Orbec
Avernes-sous-Exmes,61181,Gacé
Avoine,61006,Argentan
Avrilly,61145,Domfront
Bailleul,61006,Argentan
Banvou,61169,Flers
La Baroche-sous-Lucé,61145,Domfront
Barville,61293,Mortagne-au-Perche
Batilly,61006,Argentan
Bazoches-au-Houlme,14258,Falaise
Bazoches-sur-Hoëne,61293,Mortagne-au-Perche
La Bazoque,61169,Flers
Beaufai,61214,L'Aigle
Beaulandais,61145,Domfront
Beaulieu,61214,L'Aigle
Beauvain,61168,La Ferté-Macé
Belfonds,61464,Sées
Bellavilliers,61038,Bellême
Bellême,61038,Bellême
La Bellière,61006,Argentan
Bellou-en-Houlme,61169,Flers
Bellou-le-Trichard,72132,La Ferté-Bernard
Bellou-sur-Huisne,28280,Nogent-le-Rotrou
Berd'huis,28280,Nogent-le-Rotrou
Berjou,14174,Condé-sur-Noireau
Bivilliers,61293,Mortagne-au-Perche
Bizou,61230,Longny-au-Perche
Bocquencé,61214,L'Aigle
Boëcé,61293,Mortagne-au-Perche
Boissei-la-Lande,61006,Argentan
Boissy-Maugis,28280,Nogent-le-Rotrou
Boitron,61464,Sées
Bonnefoi,61214,L'Aigle
Bonsmoulins,61293,Mortagne-au-Perche
Le Bosc-Renoult,61508,Vimoutiers
Boucé,61006,Argentan
Le Bouillon,61464,Sées
Le Bourg-Saint-Léonard,61006,Argentan
Bréel,14174,Condé-sur-Noireau
Bresolettes,61293,Mortagne-au-Perche
Brethel,61214,L'Aigle
Bretoncelles,28214,La Loupe
Brieux,14258,Falaise
Briouze,61168,La Ferté-Macé
Brullemail,61464,Sées
Bubertré,61293,Mortagne-au-Perche
Buré,61293,Mortagne-au-Perche
Bures,61293,Mortagne-au-Perche
Bursard,61464,Sées
Cahan,14174,Condé-sur-Noireau
Caligny,61169,Flers
Camembert,61508,Vimoutiers
Canapville,61508,Vimoutiers
La Carneille,61169,Flers
Carrouges,53185,Pré-en-Pail
Ceaucé,53003,Ambrières-les-Vallées
Le Cercueil,61464,Sées
Cerisé,61001,Alençon
Cerisy-Belle-Étoile,61169,Flers
Ceton,72132,La Ferté-Bernard
Chahains,53185,Pré-en-Pail
Chailloué,61464,Sées
Le Chalange,61464,Sées
Chambois,61006,Argentan
Champcerie,14258,Falaise
Le Champ-de-la-Pierre,61168,La Ferté-Macé
Les Champeaux,61508,Vimoutiers
Champeaux-sur-Sarthe,61293,Mortagne-au-Perche
Champ-Haut,61181,Gacé
Champosoult,61508,Vimoutiers
Champs,61293,Mortagne-au-Perche
Champsecret,61145,Domfront
Chandai,61214,L'Aigle
Chanu,61486,Tinchebray
La Chapelle-au-Moine,61169,Flers
La Chapelle-Biche,61169,Flers
La Chapelle-d'Andaine,61483,Bagnoles-de-l'Orne
La Chapelle-Montligeon,61293,Mortagne-au-Perche
La Chapelle-près-Sées,61464,Sées
La Chapelle-Souëf,61038,Bellême
La Chapelle-Viel,61214,L'Aigle
Le Château-d'Almenêches,61464,Sées
Le Châtellier,61169,Flers
Chaumont,61181,Gacé
La Chaux,61168,La Ferté-Macé
Chemilli,72180,Mamers
Chênedouit,61168,La Ferté-Macé
Ciral,53185,Pré-en-Pail
Cisai-Saint-Aubin,61181,Gacé
La Cochère,61006,Argentan
Colombiers,61001,Alençon
Colonard-Corubert,61038,Bellême
Comblot,61293,Mortagne-au-Perche
Commeaux,61006,Argentan
Condeau,28280,Nogent-le-Rotrou
Condé-sur-Huisne,28280,Nogent-le-Rotrou
Condé-sur-Sarthe,61001,Alençon
Corbon,61293,Mortagne-au-Perche
Coudehard,61006,Argentan
Coulimer,61293,Mortagne-au-Perche
Coulmer,61181,Gacé
Coulonces,61006,Argentan
La Coulonche,61168,La Ferté-Macé
Coulonges-les-Sablons,28280,Nogent-le-Rotrou
Coulonges-sur-Sarthe,61293,Mortagne-au-Perche
La Courbe,61006,Argentan
Courcerault,61038,Bellême
Courgeon,61293,Mortagne-au-Perche
Courgeoût,61293,Mortagne-au-Perche
Courménil,61181,Gacé
Courtomer,61293,Mortagne-au-Perche
Couterne,61483,Bagnoles-de-l'Orne
Couvains,61214,L'Aigle
Craménil,61168,La Ferté-Macé
Croisilles,61181,Gacé
Crouttes,61508,Vimoutiers
Crulai,61214,L'Aigle
Cuissai,61001,Alençon
Dame-Marie,61038,Bellême
Damigny,61001,Alençon
Dancé,28280,Nogent-le-Rotrou
Domfront,61145,Domfront
Dompierre,61169,Flers
Dorceau,28280,Nogent-le-Rotrou
Durcet,61168,La Ferté-Macé
Échalou,61169,Flers
Échauffour,61181,Gacé
Écorcei,61214,L'Aigle
Écorches,61006,Argentan
Écouché,61006,Argentan
Eperrais,61038,Bellême
L'Épinay-le-Comte,53107,Gorron
Essay,61464,Sées
Exmes,61181,Gacé
Faverolles,61168,La Ferté-Macé
Fay,61293,Mortagne-au-Perche
Feings,61293,Mortagne-au-Perche
Fel,61006,Argentan
La Ferrière-au-Doyen,61214,L'Aigle
La Ferrière-aux-Étangs,61169,Flers
La Ferrière-Béchet,61464,Sées
La Ferrière-Bochard,61001,Alençon
Ferrières-la-Verrerie,61293,Mortagne-au-Perche
La Ferté-Frênel,61214,L'Aigle
La Ferté-Macé,61168,La Ferté-Macé
Flers,61169,Flers
Fleuré,61006,Argentan
Fontaine-les-Bassets,61006,Argentan
Fontenai-les-Louvets,61001,Alençon
Fontenai-sur-Orne,61006,Argentan
La Forêt-Auvray,14258,Falaise
Forges,61001,Alençon
Francheville,61006,Argentan
La Fresnaie-Fayel,61181,Gacé
La Fresnaye-au-Sauvage,14258,Falaise
Fresnay-le-Samson,61508,Vimoutiers
Gacé,61181,Gacé
Gandelain,53185,Pré-en-Pail
Gâprée,61464,Sées
Gauville,61214,L'Aigle
Gémages,72132,La Ferté-Bernard
Geneslay,61483,Bagnoles-de-l'Orne
Les Genettes,61214,L'Aigle
La Genevraie,61181,Gacé
Giel-Courteilles,61006,Argentan
Ginai,61181,Gacé
Glos-la-Ferrière,61214,L'Aigle
Godisson,61464,Sées
La Gonfrière,61214,L'Aigle
Goulet,61006,Argentan
Le Grais,61168,La Ferté-Macé
Le Gué-de-la-Chaîne,61038,Bellême
Guêprei,61006,Argentan
Guerquesalles,61508,Vimoutiers
Habloville,14258,Falaise
Haleine,61483,Bagnoles-de-l'Orne
La Haute-Chapelle,61145,Domfront
Hauterive,61001,Alençon
Héloup,61001,Alençon
L'Hermitière,72132,La Ferté-Bernard
Heugon,61508,Vimoutiers
L'Hôme-Chamondot,61293,Mortagne-au-Perche
Igé,72180,Mamers
Irai,61214,L'Aigle
Joué-du-Bois,61168,La Ferté-Macé
Joué-du-Plain,61006,Argentan
Juvigny-sous-Andaine,61483,Bagnoles-de-l'Orne
Juvigny-sur-Orne,61006,Argentan
Lalacelle,53185,Pré-en-Pail
L'Aigle,61214,L'Aigle
Laleu,61293,Mortagne-au-Perche
La Lande-de-Goult,61464,Sées
La Lande-de-Lougé,61168,La Ferté-Macé
La Lande-Patry,61169,Flers
La Lande-Saint-Siméon,14174,Condé-sur-Noireau
La Lande-sur-Eure,61230,Longny-au-Perche
Landigou,61169,Flers
Landisacq,61169,Flers
Larré,61001,Alençon
Lignères,61181,Gacé
Lignerolles,61293,Mortagne-au-Perche
Lignou,61168,La Ferté-Macé
Livaie,61001,Alençon
Loisail,61293,Mortagne-au-Perche
Longny-au-Perche,61230,Longny-au-Perche
Longuenoë,53185,Pré-en-Pail
Lonlay-l'Abbaye,61145,Domfront
Lonlay-le-Tesson,61168,La Ferté-Macé
Lonrai,61001,Alençon
Loré,53003,Ambrières-les-Vallées
Loucé,61006,Argentan
Lougé-sur-Maire,61006,Argentan
Louvières-en-Auge,61006,Argentan
Lucé,61145,Domfront
Macé,61464,Sées
La Madeleine-Bouvet,28214,La Loupe
Le Mage,61230,Longny-au-Perche
Magny-le-Désert,61168,La Ferté-Macé
Mahéru,61293,Mortagne-au-Perche
Maison-Maugis,28280,Nogent-le-Rotrou
Mâle,28280,Nogent-le-Rotrou
Malétable,61293,Mortagne-au-Perche
Mantilly,61145,Domfront
Marchainville,61230,Longny-au-Perche
Marchemaisons,61293,Mortagne-au-Perche
Mardilly,61181,Gacé
Marmouillé,61464,Sées
Mauves-sur-Huisne,61293,Mortagne-au-Perche
Médavy,61464,Sées
Méhoudin,61483,Bagnoles-de-l'Orne
Le Mêle-sur-Sarthe,61293,Mortagne-au-Perche
Le Ménil-Bérard,61214,L'Aigle
Le Ménil-de-Briouze,61168,La Ferté-Macé
Le Ménil-Broût,61001,Alençon
Le Ménil-Ciboult,61486,Tinchebray
Ménil-Erreux,61001,Alençon
Ménil-Froger,61181,Gacé
Ménil-Gondouin,14258,Falaise
Le Ménil-Guyon,61464,Sées
Ménil-Hermei,14258,Falaise
Ménil-Hubert-en-Exmes,61181,Gacé
Ménil-Hubert-sur-Orne,14174,Condé-sur-Noireau
Ménil-Jean,61006,Argentan
Le Ménil-Scelleur,61006,Argentan
Le Ménil-Vicomte,61181,Gacé
Ménil-Vin,14258,Falaise
Les Menus,28214,La Loupe
Le Merlerault,61181,Gacé
Merri,14258,Falaise
La Mesnière,61293,Mortagne-au-Perche
Messei,61169,Flers
Mieuxcé,61001,Alençon
Monceaux-au-Perche,61230,Longny-au-Perche
Moncy,14174,Condé-sur-Noireau
Monnai,61508,Vimoutiers
Montabard,61006,Argentan
Montchevrel,61293,Mortagne-au-Perche
Montgaroult,61006,Argentan
Montgaudry,72180,Mamers
Montilly-sur-Noireau,14174,Condé-sur-Noireau
Montmerrei,61464,Sées
